Sale_ID,Sale_Date,Sale_Date_Flag,Year,Month,Quarter,Region,Country,Dealer_Name,Model,Segment,Fuel_Type,CUSAtomer_Segment,Customer_Segment_Cleaned,Currency,Currency_Cleaned,Units_Sold,Unit_Price_Local,Discount_Pct,Total_Revenue_Local,Total_Revenue_Local_Flag,Revenue_EUR,COGS_EUR,Gross_Profit_EUR,Customer_Age,Customer_Age_Flag,CUSAtomer_Gender,Satisfaction_Score,Satisfactory_Score_Flag
BMW-4226,02-07-2023,CORRUPTED,2023,9,Q3,UK,UK,Edinburgh Motors,BMW X3,SUV,Petrol,Individual,Individual,GBP,GBP,1,44786.99,3.28,44786.99,OK,52077.9,38768.75,13309.15,33,OK,Female,10,BAD SCORE
BMW-5369,31-01-2035,CORRUPTED,2024,10,Q4,India,India,Bangalore Motors,BMW X5,SUV,Hybrid,government,Government,INR,INR,7,6503714.02,0.38,45525998.12,OK,500285.69,361582.97,138702.73,,BAD AGE,Male,,BAD SCORE
BMW-2144,15-01-2035,CORRUPTED,2021,5,Q2,India,India,Delhi Prestige Auto,BMW i4,Electric,Electric,Lease,Lease,INR,INR,6,6125257.34,,36751544.04,OK,403863.12,296154.22,107708.9,,BAD AGE,,,BAD SCORE
BMW-5366,07-12-2034,CORRUPTED,2024,10,Q4,India,India,,BMW M3,M Sport,,Corporate Fleet,Corporate Fleet,INR,INR,3,7484647.88,,22453943.65,OK,246746.63,192493.32,54253.31,,BAD AGE,,,BAD SCORE
BMW-1118,19-11-2034,CORRUPTED,2020,2,Q1,India,India,,BMW 2 Series,Coupe,,Corporate Fleet,Corporate Fleet,INR,INR,5,3318682.94,,16593414.72,OK,182345.22,132185.7,50159.51,,BAD AGE,,,BAD SCORE
BMW-5301,03-10-2034,CORRUPTED,2024,9,Q3,South Africa,South Africa,Johannesburg Motors,BMW 7 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,ZAR,ZAR,6,1740617.2,4.7,10443703.19,OK,522185.16,394535.18,127649.98,,BAD AGE,,,BAD SCORE
BMW-1265,01-10-2034,CORRUPTED,2020,4,Q2,South Africa,South Africa,Johannesburg Motors,BMW X5,SUV,,Corporate Fleet,Corporate Fleet,ZAR,ZAR,8,1300905.3,,10407242.44,OK,520362.12,396799.62,123562.51,,BAD AGE,,,BAD SCORE
BMW-2494,31-08-2034,CORRUPTED,2021,10,Q4,India,India,Delhi Prestige Auto,BMW X7,SUV,Petrol,Individual,Individual,INR,INR,1,8639232.21,6.36,8639232.21,OK,94936.62,73000.58,21936.04,35,OK,Male,,BAD SCORE
BMW-2660,13-08-2034,CORRUPTED,2021,12,Q4,South Africa,South Africa,,BMW X5,SUV,,Corporate Fleet,Corporate Fleet,ZAR,ZAR,6,1297550.2,,7785301.18,OK,389265.06,297940.09,91324.97,,BAD AGE,,,BAD SCORE
BMW-2283,31-07-2034,CORRUPTED,2021,7,Q3,South Africa,South Africa,Cape Town BMW,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,ZAR,ZAR,8,926179.01,4.43,7409432.06,OK,370471.6,279109.54,91362.06,,BAD AGE,Male,,BAD SCORE
BMW-3672,26-07-2034,CORRUPTED,2023,2,Q1,South Africa,South Africa,,BMW X5,SUV,,Corporate Fleet,Corporate Fleet,ZAR,ZAR,5,1452591.75,,7262958.75,OK,363147.94,261855.54,101292.39,,BAD AGE,,,BAD SCORE
BMW-1586,21-07-2034,CORRUPTED,2020,9,Q3,India,India,Delhi Prestige Auto,BMW iX,Electric,Electric,Individual,Individual,INR,INR,1,7048608.5,7.22,7048608.5,OK,77457.24,60111.13,17346.1,,BAD AGE,,,BAD SCORE
BMW-3524,18-07-2034,CORRUPTED,2022,12,Q4,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Petrol,Lease,Lease,ZAR,ZAR,6,1160167.12,2.64,6961002.75,OK,348050.14,257397.45,90652.69,,BAD AGE,,,BAD SCORE
BMW-4921,17-07-2034,CORRUPTED,2024,5,Q2,India,India,,BMW X5,SUV,,Individual,Individual,INR,INR,1,6940987.51,,6940987.51,OK,76274.59,57136.3,19138.29,,BAD AGE,,,BAD SCORE
BMW-1119,14-07-2034,CORRUPTED,2020,2,Q1,India,India,Bangalore Motors,BMW X5,SUV,,Individual,Individual,INR,INR,1,6876781.49,,6876781.49,OK,75569.03,59069.07,16499.95,,BAD AGE,,,BAD SCORE
BMW-1522,08-07-2034,CORRUPTED,2020,8,Q3,India,India,Mumbai BMW,BMW X5,SUV,Hybrid,corporate fleet,Corporate Fleet,INR,INR,1,6830122.63,,6830122.63,OK,75056.29,57038.26,18018.04,,BAD AGE,,,BAD SCORE
BMW-1748,30-06-2034,CORRUPTED,2020,11,Q4,South Africa,South Africa,,BMW 3 Series,Sedan,,corporate fleet,Corporate Fleet,ZAR,ZAR,8,845192.33,,6761538.64,OK,338076.93,247204.4,90872.53,,BAD AGE,,,BAD SCORE
BMW-3976,19-06-2034,CORRUPTED,2023,6,Q2,India,India,Mumbai BMW,BMW i4,Electric,,lease,Lease,INR,INR,1,6457177.43,,6457177.43,OK,70957.99,52618.33,18339.66,,BAD AGE,,,BAD SCORE
BMW-2087,11-05-2034,CORRUPTED,2021,4,Q2,South Africa,South Africa,Johannesburg Motors,BMW 7 Series,Sedan,,Lease,Lease,ZAR,ZAR,3,1873427.37,,5620282.11,OK,281014.11,217113.89,63900.22,,BAD AGE,,,BAD SCORE
BMW-4175,10-05-2034,CORRUPTED,2023,8,Q3,South Africa,South Africa,,BMW 2 Series,Coupe,,Corporate Fleet,Corporate Fleet,ZAR,ZAR,8,702127.05,,5617016.39,OK,280850.82,219404.24,61446.58,,BAD AGE,,,BAD SCORE
BMW-2986,01-05-2034,CORRUPTED,2022,5,Q2,China,China,,BMW M3,M Sport,,corporate fleet,Corporate Fleet,CNY,CNY,8,678969.36,,5431754.87,OK,687563.91,498001.2,189562.71,,BAD AGE,,,BAD SCORE
BMW-1750,25-04-2034,CORRUPTED,2020,11,Q4,South Africa,South Africa,Cape Town BMW,BMW X5,SUV,Petrol,lease,Lease,ZAR,ZAR,4,1320105.28,6.93,5280421.1,OK,264021.06,204258.8,59762.26,31,OK,Male,,BAD SCORE
BMW-4074,23-02-2034,CORRUPTED,2023,7,Q3,India,India,,BMW X3,SUV,,corporate fleet,Corporate Fleet,INR,INR,1,4437107.95,,4437107.95,OK,48759.43,36555.89,12203.54,,BAD AGE,,,BAD SCORE
BMW-1887,22-02-2034,CORRUPTED,2021,1,Q1,China,China,,BMW i4,Electric,,Corporate Fleet,Corporate Fleet,CNY,CNY,8,554522.32,,4436178.53,OK,561541.59,425997.45,135544.14,999,BAD AGE,,,BAD SCORE
BMW-2708,21-02-2034,CORRUPTED,2022,1,Q1,China,China,Shanghai BMW,BMW X5,SUV,,Lease,Lease,CNY,CNY,8,554222.93,,4433783.47,OK,561238.41,421695.98,139542.44,,BAD AGE,,,BAD SCORE
BMW-1739,31-01-2034,CORRUPTED,2020,11,Q4,UAE,UAE,Abu Dhabi Motors,BMW i7,Electric,Electric,Corporate Fleet,Corporate Fleet,AED,AED,8,513225.42,,4105803.35,OK,1026450.84,748790.85,277659.99,,BAD AGE,,,BAD SCORE
BMW-4494,25-01-2034,CORRUPTED,2023,12,Q4,China,China,Shanghai BMW,BMW X5,SUV,Diesel,Corporate Fleet,Corporate Fleet,CNY,CNY,7,571817.62,,4002723.35,OK,506673.84,385842.37,120831.47,,BAD AGE,,,BAD SCORE
BMW-1464,10-12-2033,CORRUPTED,2020,7,Q3,South Africa,South Africa,Johannesburg Motors,BMW 3 Series,Sedan,Hybrid,Lease,Lease,ZAR,ZAR,4,877722.14,5.27,3510888.55,OK,175544.43,133430.21,42114.22,54,OK,Male,,BAD SCORE
BMW-3655,30-11-2033,CORRUPTED,2023,2,Q1,China,China,Shenzhen Auto,BMW i4,Electric,,Corporate Fleet,Corporate Fleet,CNY,CNY,7,490670.29,,3434692.03,OK,434771.14,317394.81,117376.34,,BAD AGE,,,BAD SCORE
BMW-2911,28-11-2033,CORRUPTED,2022,4,Q2,China,China,Guangzhou BMW,BMW X7,SUV,Diesel,Corporate Fleet,Corporate Fleet,CNY,CNY,4,855562.01,0.25,3422248.02,OK,433195.95,312681.88,120514.07,55,OK,Female,,BAD SCORE
BMW-1045,20-11-2033,CORRUPTED,2020,1,Q1,China,China,Shanghai BMW,BMW 7 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,CNY,CNY,5,677977.88,6.68,3389889.38,OK,429099.92,331075.82,98024.1,63,OK,Male,,BAD SCORE
BMW-3414,09-11-2033,CORRUPTED,2022,11,Q4,China,China,Shenzhen Auto,BMW 7 Series,Sedan,Petrol,Lease,Lease,CNY,CNY,4,822315.01,0,3289260.05,OK,416362.03,299781.93,116580.1,,BAD AGE,,,BAD SCORE
BMW-4066,13-10-2033,CORRUPTED,2023,7,Q3,China,China,,BMW 3 Series,Sedan,,corporate fleet,Corporate Fleet,CNY,CNY,8,368839.91,,2950719.3,OK,373508.77,269382.41,104126.36,,BAD AGE,,,BAD SCORE
BMW-4240,17-09-2033,CORRUPTED,2023,9,Q3,China,China,Guangzhou BMW,BMW X3,SUV,Diesel,Corporate Fleet,Corporate Fleet,CNY,CNY,6,449960.97,,2699765.83,OK,341742.51,249046.22,92696.29,,BAD AGE,,,BAD SCORE
BMW-4567,09-09-2033,CORRUPTED,2024,1,Q1,China,China,,BMW iX,Electric,,Corporate Fleet,Corporate Fleet,CNY,CNY,4,658596.2,,2634384.81,OK,333466.43,259179.53,74286.9,,BAD AGE,,,BAD SCORE
BMW-3965,08-09-2033,CORRUPTED,2023,6,Q2,China,China,,BMW 5 Series,Sedan,,Corporate Fleet,Corporate Fleet,CNY,CNY,6,438776.1,,2632656.62,OK,333247.67,240153.49,93094.18,,BAD AGE,,,BAD SCORE
BMW-4143,28-08-2033,CORRUPTED,2023,8,Q3,China,China,Guangzhou BMW,BMW X3,SUV,Petrol,Corporate Fleet,Corporate Fleet,CNY,CNY,6,419517.99,3.62,2517107.96,OK,318621.26,238033.94,80587.32,,BAD AGE,,,BAD SCORE
BMW-5349,31-07-2033,CORRUPTED,2024,10,Q4,China,China,Guangzhou BMW,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,CNY,CNY,5,470775.5,5.07,2353877.52,OK,297959.18,225987.44,71971.73,46,OK,Female,,BAD SCORE
BMW-4577,19-05-2033,CORRUPTED,2024,1,Q1,China,China,,BMW 2 Series,Coupe,,Lease,Lease,CNY,CNY,7,282602.03,,1978214.18,OK,250406.86,193366.15,57040.71,,BAD AGE,,,BAD SCORE
BMW-5165,02-05-2033,CORRUPTED,2024,8,Q3,China,China,,BMW iX,Electric,,Corporate Fleet,Corporate Fleet,CNY,CNY,3,630268.36,,1890805.07,OK,239342.41,179425.86,59916.55,,BAD AGE,,,BAD SCORE
BMW-1199,29-04-2033,CORRUPTED,2020,3,Q1,South Africa,South Africa,,BMW iX,Electric,,Individual,Individual,ZAR,ZAR,1,1880629.53,,1880629.53,OK,94031.48,71282.22,22749.26,,BAD AGE,,,BAD SCORE
BMW-5206,19-04-2033,CORRUPTED,2024,8,Q3,South Africa,South Africa,Cape Town BMW,BMW 7 Series,Sedan,Petrol,Individual,Individual,ZAR,ZAR,1,1844964.59,,1844964.59,OK,92248.23,71014.92,21233.31,,BAD AGE,,,BAD SCORE
BMW-5103,12-04-2033,CORRUPTED,2024,7,Q3,UAE,UAE,,BMW X5,SUV,,Corporate Fleet,Corporate Fleet,AED,AED,6,301281.61,,1807689.68,OK,451922.42,345596.74,106325.68,,BAD AGE,,,BAD SCORE
BMW-1130,09-04-2033,CORRUPTED,2020,2,Q1,South Africa,South Africa,,BMW 7 Series,Sedan,,Individual,Individual,ZAR,ZAR,1,1806876.15,,1806876.15,OK,90343.81,67553.5,22790.31,,BAD AGE,,,BAD SCORE
BMW-2646,02-03-2033,CORRUPTED,2021,12,Q4,UAE,UAE,Dubai BMW,BMW 5 Series,Sedan,,Corporate Fleet,Corporate Fleet,AED,AED,8,210793.88,,1686351.02,OK,421587.76,319333.67,102254.08,,BAD AGE,,,BAD SCORE
BMW-3082,24-02-2033,CORRUPTED,2022,6,Q2,South Africa,South Africa,Johannesburg Motors,BMW M3,M Sport,Diesel,Individual,Individual,ZAR,ZAR,1,1659293.37,6.65,1659293.37,OK,82964.67,63991.67,18973,69,OK,Male,,BAD SCORE
BMW-2711,27-01-2033,CORRUPTED,2022,1,Q1,China,China,,BMW X3,SUV,,Corporate Fleet,Corporate Fleet,CNY,CNY,4,386652.63,,1546610.5,OK,195773.48,147777.56,47995.92,,BAD AGE,,,BAD SCORE
BMW-2423,21-01-2033,CORRUPTED,2021,9,Q3,UAE,UAE,Abu Dhabi Motors,BMW X3,SUV,Petrol,Government,Government,AED,AED,7,218049.75,1.01,1526348.24,OK,381587.06,277532.29,104054.77,,BAD AGE,Male,,BAD SCORE
BMW-3997,07-01-2033,CORRUPTED,2023,6,Q2,South Africa,South Africa,Johannesburg Motors,BMW X5,SUV,Hybrid,Individual,Individual,ZAR,ZAR,1,1454176.11,,1454176.11,OK,72708.81,54512.71,18196.1,,BAD AGE,,,BAD SCORE
BMW-1742,16-12-2032,CORRUPTED,2020,11,Q4,UAE,UAE,,BMW X3,SUV,,Lease,Lease,AED,AED,6,231809.88,,1390859.3,OK,347714.83,255020.05,92694.78,,BAD AGE,,,BAD SCORE
BMW-1270,12-12-2032,CORRUPTED,2020,4,Q2,South Africa,South Africa,Johannesburg Motors,BMW i4,Electric,Electric,Individual,Individual,ZAR,ZAR,1,1377533.09,2.72,1377533.09,OK,68876.65,50977.26,17899.39,,BAD AGE,Prefer not to say,,BAD SCORE
BMW-4946,07-12-2032,CORRUPTED,2024,5,Q2,South Africa,South Africa,Johannesburg Motors,BMW X5,SUV,Petrol,Individual,Individual,ZAR,ZAR,1,1356385.38,1.27,1356385.38,OK,67819.27,49457.38,18361.89,52,OK,Female,,BAD SCORE
BMW-1671,01-12-2032,CORRUPTED,2020,10,Q4,South Africa,South Africa,,BMW X5,SUV,,Individual,Individual,ZAR,ZAR,1,1344228.59,,1344228.59,OK,67211.43,50003.85,17207.58,,BAD AGE,,,BAD SCORE
BMW-4336,23-11-2032,CORRUPTED,2023,10,Q4,South Africa,South Africa,,BMW X5,SUV,,Individual,Individual,ZAR,ZAR,1,1306188.4,,1306188.4,OK,65309.42,49997.72,15311.7,,BAD AGE,,,BAD SCORE
BMW-3080,08-11-2032,CORRUPTED,2022,6,Q2,South Africa,South Africa,,BMW 5 Series,Sedan,,Individual,Individual,ZAR,ZAR,1,1288794.95,,1288794.95,OK,64439.75,47455.34,16984.41,,BAD AGE,,,BAD SCORE
BMW-2577,18-10-2032,CORRUPTED,2021,11,Q4,UAE,UAE,Abu Dhabi Motors,BMW 3 Series,Sedan,Hybrid,lease,Lease,AED,AED,7,176093.72,,1232656.04,OK,308164.01,229102.9,79061.11,,BAD AGE,,,BAD SCORE
BMW-1129,13-10-2032,CORRUPTED,2020,2,Q1,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,,individual,Individual,ZAR,ZAR,1,1218224.27,,1218224.27,OK,60911.21,44851.35,16059.87,,BAD AGE,,,BAD SCORE
BMW-1514,02-09-2032,CORRUPTED,2020,8,Q3,China,China,,BMW X5,SUV,,Lease,Lease,CNY,CNY,2,535660.78,,1071321.56,OK,135610.32,100949.82,34660.5,,BAD AGE,,,BAD SCORE
BMW-3757,21-08-2032,CORRUPTED,2023,3,Q1,South Africa,South Africa,Johannesburg Motors,BMW X3,SUV,Petrol,Lease,Lease,ZAR,ZAR,1,1036651.23,4.96,1036651.23,OK,51832.56,39268.01,12564.55,37,OK,Prefer not to say,,BAD SCORE
BMW-5145,10-08-2032,CORRUPTED,2024,8,Q3,USA,USA,Dallas BMW,BMW i7,Electric,Electric,lease,Lease,USD,USD,8,126770.18,3.14,1014161.42,OK,930423.33,691592.08,238831.25,56,OK,Female,,BAD SCORE
BMW-3962,06-08-2032,CORRUPTED,2023,6,Q2,China,China,Beijing Luxury Motors,BMW M5,M Sport,,Individual,Individual,CNY,CNY,1,1006575.71,,1006575.71,OK,127414.65,93228.17,34186.48,,BAD AGE,,,BAD SCORE
BMW-1749,28-07-2032,CORRUPTED,2020,11,Q4,South Africa,South Africa,,BMW X3,SUV,,Lease,Lease,ZAR,ZAR,1,993227.17,,993227.17,OK,49661.36,35859.51,13801.85,,BAD AGE,,,BAD SCORE
BMW-4766,23-07-2032,CORRUPTED,2024,3,Q1,South Africa,South Africa,Johannesburg Motors,BMW X3,SUV,Diesel,Individual,Individual,ZAR,ZAR,1,984737.04,,984737.04,OK,49236.85,36693.79,12543.06,,BAD AGE,,,BAD SCORE
BMW-2205,19-07-2032,CORRUPTED,2021,6,Q2,China,China,Beijing Luxury Motors,BMW M5,M Sport,Petrol,Individual,Individual,CNY,CNY,1,979930.77,1.86,979930.77,OK,124041.87,91000.76,33041.11,29,OK,Male,,BAD SCORE
BMW-2346,01-07-2032,CORRUPTED,2021,8,Q3,UAE,UAE,,BMW iX,Electric,,Government,Government,AED,AED,3,319587.13,,958761.4,OK,239690.35,186108.26,53582.09,,BAD AGE,,,BAD SCORE
BMW-1322,29-06-2032,CORRUPTED,2020,5,Q2,Australia,Australia,,BMW X5,SUV,,Lease,Lease,AUD,AUD,8,119386.19,,955089.53,OK,578842.14,445131.44,133710.7,,BAD AGE,,,BAD SCORE
BMW-4406,08-06-2032,CORRUPTED,2023,11,Q4,UAE,UAE,,BMW 3 Series,Sedan,,Government,Government,AED,AED,6,154333.98,,926003.86,OK,231500.97,179936.8,51564.17,,BAD AGE,,,BAD SCORE
BMW-1603,31-05-2032,CORRUPTED,2020,9,Q3,South Africa,South Africa,Johannesburg Motors,BMW 3 Series,Sedan,Diesel,individual,Individual,ZAR,ZAR,1,914728.38,0.91,914728.38,OK,45736.42,33232.88,12503.54,,BAD AGE,,,BAD SCORE
BMW-1892,25-05-2032,CORRUPTED,2021,1,Q1,UAE,UAE,,BMW 3 Series,Sedan,,Government,Government,AED,AED,5,182003.07,,910015.37,OK,227503.84,164315.16,63188.68,,BAD AGE,,,BAD SCORE
BMW-1273,22-05-2032,CORRUPTED,2020,4,Q2,South Africa,South Africa,Johannesburg Motors,BMW 3 Series,Sedan,Hybrid,Individual,Individual,ZAR,ZAR,1,905728.07,1.86,905728.07,OK,45286.4,33225.42,12060.98,55,OK,Female,,BAD SCORE
BMW-3707,14-05-2032,CORRUPTED,2023,3,Q1,USA,USA,Miami Auto Group,BMW M5,M Sport,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,7,127359.99,3.82,891519.94,OK,817908.2,612302.32,205605.88,,BAD AGE,,,BAD SCORE
BMW-4179,08-05-2032,CORRUPTED,2023,8,Q3,South Africa,South Africa,,BMW 3 Series,Sedan,,Individual,Individual,ZAR,ZAR,1,881742.76,,881742.76,OK,44087.14,34489.81,9597.33,,BAD AGE,,,BAD SCORE
BMW-2128,06-05-2032,CORRUPTED,2021,5,Q2,China,China,Shanghai BMW,BMW i7,Electric,Electric,Individual,Individual,CNY,CNY,1,880868.16,,880868.16,OK,111502.3,83465.63,28036.67,,BAD AGE,,,BAD SCORE
BMW-2568,29-04-2032,CORRUPTED,2021,11,Q4,China,China,Shenzhen Auto,BMW i7,Electric,Electric,Individual,Individual,CNY,CNY,1,868566.39,5.01,868566.39,OK,109945.11,83339.69,26605.43,,BAD AGE,Prefer not to say,,BAD SCORE
BMW-4251,28-04-2032,CORRUPTED,2023,9,Q3,UAE,UAE,Abu Dhabi Motors,BMW 3 Series,Sedan,,Government,Government,AED,AED,5,173664.19,,868320.94,OK,217080.23,162216.81,54863.43,,BAD AGE,,,BAD SCORE
BMW-2635,04-04-2032,CORRUPTED,2021,12,Q4,China,China,Beijing Luxury Motors,BMW M5,M Sport,Diesel,Individual,Individual,CNY,CNY,1,836540.46,4.4,836540.46,OK,105891.2,79746.77,26144.43,,BAD AGE,,,BAD SCORE
BMW-1072,23-03-2032,CORRUPTED,2020,2,Q1,Germany,Germany,AutohaUSA Berlin,BMW 7 Series,Sedan,Diesel,Lease,Lease,EUR,EUR,8,103199.87,4.09,825598.97,OK,825598.97,619785.05,205813.92,40,OK,Female,,BAD SCORE
BMW-4809,25-02-2032,CORRUPTED,2024,4,Q2,China,China,Guangzhou BMW,BMW X7,SUV,Diesel,Individual,Individual,CNY,CNY,1,792548.79,7.54,792548.79,OK,100322.63,78118.77,22203.87,,BAD AGE,Male,,BAD SCORE
BMW-1744,23-02-2032,CORRUPTED,2020,11,Q4,Australia,Australia,Sydney BMW,BMW X5,SUV,Diesel,Corporate Fleet,Corporate Fleet,AUD,AUD,7,113002.27,2.31,791015.87,OK,479403.56,353336.45,126067.11,45,OK,Male,,BAD SCORE
BMW-2563,15-02-2032,CORRUPTED,2021,11,Q4,China,China,Beijing Luxury Motors,BMW 7 Series,Sedan,,Individual,Individual,CNY,CNY,1,783318.52,,783318.52,OK,99154.24,71805.88,27348.36,,BAD AGE,,,BAD SCORE
BMW-3563,04-02-2032,CORRUPTED,2023,1,Q1,China,China,Shanghai BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,770954.1,1.18,770954.1,OK,97589.13,71099.72,26489.41,,BAD AGE,,,BAD SCORE
BMW-5230,30-01-2032,CORRUPTED,2024,9,Q3,USA,USA,New York BMW,BMW X7,SUV,Hybrid,Lease,Lease,USD,USD,8,95505.18,6.23,764041.45,OK,700955.46,538209.11,162746.34,,BAD AGE,Prefer not to say,,BAD SCORE
BMW-1307,29-01-2032,CORRUPTED,2020,5,Q2,China,China,Shanghai BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,763829.89,2.73,763829.89,OK,96687.33,71572.36,25114.96,40,OK,Male,,BAD SCORE
BMW-2649,14-01-2032,CORRUPTED,2021,12,Q4,UAE,UAE,Dubai BMW,BMW X7,SUV,Diesel,lease,Lease,AED,AED,2,375400.86,0.3,750801.71,OK,187700.43,135551.68,52148.75,0,BAD AGE,Female,,BAD SCORE
BMW-4265,04-01-2032,CORRUPTED,2023,9,Q3,South Africa,South Africa,Cape Town BMW,BMW 2 Series,Coupe,Diesel,individual,Individual,ZAR,ZAR,1,740052.48,0.05,740052.48,OK,37002.62,26654.87,10347.75,,BAD AGE,,,BAD SCORE
BMW-1904,31-12-2031,CORRUPTED,2021,2,Q1,Germany,Germany,AutohaUSA Berlin,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,EUR,EUR,8,92127.08,7.85,737016.64,OK,737016.64,575850.13,161166.51,,BAD AGE,,,BAD SCORE
BMW-1884,30-12-2031,CORRUPTED,2021,1,Q1,China,China,,BMW 7 Series,Sedan,,Individual,Individual,CNY,CNY,1,736617.85,,736617.85,OK,93242.77,67550.75,25692.01,,BAD AGE,,,BAD SCORE
BMW-1582,04-12-2031,CORRUPTED,2020,9,Q3,China,China,Guangzhou BMW,BMW M3,M Sport,,Government,Government,CNY,CNY,1,718656.99,,718656.99,OK,90969.24,65592.34,25376.9,,BAD AGE,,,BAD SCORE
BMW-4426,25-11-2031,CORRUPTED,2023,12,Q4,Germany,Germany,Hamburg Drive,BMW 7 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,7,101822.05,,712754.38,OK,712754.38,542451.26,170303.11,,BAD AGE,,,BAD SCORE
BMW-2935,23-11-2031,CORRUPTED,2022,4,Q2,Australia,Australia,,BMW X5,SUV,,corporate fleet,Corporate Fleet,AUD,AUD,6,118770.53,,712623.2,OK,431892.85,337143.18,94749.67,,BAD AGE,,,BAD SCORE
BMW-5170,19-11-2031,CORRUPTED,2024,8,Q3,China,China,,BMW iX,Electric,,individual,Individual,CNY,CNY,1,710704.16,,710704.16,OK,89962.55,67668.74,22293.81,,BAD AGE,,,BAD SCORE
BMW-2854,12-11-2031,CORRUPTED,2022,3,Q1,South Africa,South Africa,Cape Town BMW,BMW 2 Series,Coupe,Diesel,Individual,Individual,ZAR,ZAR,1,705663.24,7.05,705663.24,OK,35283.16,27331.25,7951.92,53,OK,Male,,BAD SCORE
BMW-3928,12-10-2031,CORRUPTED,2023,6,Q2,Germany,Germany,AutohaUSA Berlin,BMW M3,M Sport,,Corporate Fleet,Corporate Fleet,EUR,EUR,8,85276.87,,682214.96,OK,682214.96,494596.55,187618.4,,BAD AGE,,,BAD SCORE
BMW-3696,07-10-2031,CORRUPTED,2023,3,Q1,Germany,Germany,Hamburg Drive,BMW X7,SUV,Diesel,Corporate Fleet,Corporate Fleet,EUR,EUR,7,97397.32,4.99,681781.26,OK,681781.26,516663.7,165117.55,,BAD AGE,Prefer not to say,,BAD SCORE
BMW-4156,06-10-2031,CORRUPTED,2023,8,Q3,China,China,,BMW M3,M Sport,,Individual,Individual,CNY,CNY,1,680676.86,,680676.86,OK,86161.63,66548.99,19612.64,,BAD AGE,,,BAD SCORE
BMW-3205,05-10-2031,CORRUPTED,2022,8,Q3,China,China,Shanghai BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,679863.83,3.59,679863.83,OK,86058.71,64268.14,21790.57,,BAD AGE,Female,,BAD SCORE
BMW-2257,24-09-2031,CORRUPTED,2021,7,Q3,China,China,Guangzhou BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,666178.4,0.56,666178.4,OK,84326.38,61059.54,23266.84,,BAD AGE,,,BAD SCORE
BMW-5276,21-09-2031,CORRUPTED,2024,9,Q3,China,China,Shenzhen Auto,BMW iX,Electric,,Individual,Individual,CNY,CNY,1,663922.96,,663922.96,OK,84040.88,64287.78,19753.1,,BAD AGE,,,BAD SCORE
BMW-1171,20-09-2031,CORRUPTED,2020,3,Q1,China,China,Guangzhou BMW,BMW 3 Series,Sedan,Diesel,lease,Lease,CNY,CNY,2,331882.51,,663765.02,OK,84020.89,61826.75,22194.13,,BAD AGE,,,BAD SCORE
BMW-2847,03-09-2031,CORRUPTED,2022,3,Q1,UAE,UAE,Dubai BMW,BMW M3,M Sport,Diesel,Lease,Lease,AED,AED,2,327558.89,5.91,655117.77,OK,163779.44,125323.25,38456.2,37,OK,Prefer not to say,,BAD SCORE
BMW-3865,01-09-2031,CORRUPTED,2023,5,Q2,USA,USA,,BMW X5,SUV,,Lease,Lease,USD,USD,8,81723.03,,653784.22,OK,599802.03,453438.07,146363.96,,BAD AGE,,,BAD SCORE
BMW-1003,18-08-2031,CORRUPTED,2020,1,Q1,Germany,Germany,BMW Munich HQ,BMW 7 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,eur,EUR,7,92329.81,1.47,646308.64,OK,646308.64,472271.56,174037.08,,BAD AGE,,,BAD SCORE
BMW-4285,10-08-2031,CORRUPTED,2023,10,Q4,USA,USA,Chicago Motors,BMW iX,Electric,Electric,Lease,Lease,USD,USD,7,91156.91,7.89,638098.39,OK,585411.37,457605.1,127806.27,25,OK,Female,,BAD SCORE
BMW-4908,15-07-2031,CORRUPTED,2024,5,Q2,China,China,,BMW X5,SUV,,Individual,Individual,CNY,CNY,1,619125.87,,619125.87,OK,78370.36,58472.55,19897.81,,BAD AGE,,,BAD SCORE
BMW-3500,14-07-2031,CORRUPTED,2022,12,Q4,China,China,Guangzhou BMW,BMW 3 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,CNY,CNY,2,309555.82,,619111.65,OK,78368.56,59763.59,18604.97,,BAD AGE,,,BAD SCORE
BMW-5325,17-06-2031,CORRUPTED,2024,10,Q4,USA,USA,,BMW iX,Electric,,corporate fleet,Corporate Fleet,USD,USD,6,100740.39,,604442.33,OK,554534.24,427539.97,126994.27,,BAD AGE,,,BAD SCORE
